산출기준,연도,질환구분,성별,연령,등록건수
연도말 적용자,2016,희귀질환(극희귀질환·기타염색체이상질환·상세불명희귀질환 포함),여,5~9,1988
연도말 적용자,2016,희귀질환(극희귀질환·기타염색체이상질환·상세불명희귀질환 포함),여,10~14,1621
연도말 적용자,2016,희귀질환(극희귀질환·기타염색체이상질환·상세불명희귀질환 포함),여,15~19,1934
연도말 적용자,2016,희귀질환(극희귀질환·기타염색체이상질환·상세불명희귀질환 포함),여,20~24,1957
연도말 적용자,2016,희귀질환(극희귀질환·기타염색체이상질환·상세불명희귀질환 포함),여,25~29,1866
연도말 적용자,2016,희귀질환(극희귀질환·기타염색체이상질환·상세불명희귀질환 포함),여,30~34,2066
연도말 적용자,2016,희귀질환(극희귀질환·기타염색체이상질환·상세불명희귀질환 포함),여,35~39,2470
연도말 적용자,2016,희귀질환(극희귀질환·기타염색체이상질환·상세불명희귀질환 포함),여,40~44,2871
연도말 적용자,2016,희귀질환(극희귀질환·기타염색체이상질환·상세불명희귀질환 포함),여,45~49,3573
연도말 적용자,2016,희귀질환(극희귀질환·기타염색체이상질환·상세불명희귀질환 포함),여,50~54,4242
연도말 적용자,2016,희귀질환(극희귀질환·기타염색체이상질환·상세불명희귀질환 포함),여,55~59,5097
연도말 적용자,2016,희귀질환(극희귀질환·기타염색체이상질환·상세불명희귀질환 포함),여,60~64,4389
연도말 적용자,2016,희귀질환(극희귀질환·기타염색체이상질환·상세불명희귀질환 포함),여,65~69,3364
연도말 적용자,2016,희귀질환(극희귀질환·기타염색체이상질환·상세불명희귀질환 포함),여,70~74,3128
연도말 적용자,2016,희귀질환(극희귀질환·기타염색체이상질환·상세불명희귀질환 포함),여,75~79,2627
연도말 적용자,2016,희귀질환(극희귀질환·기타염색체이상질환·상세불명희귀질환 포함),여,80~84,1560
연도말 적용자,2016,희귀질환(극희귀질환·기타염색체이상질환·상세불명희귀질환 포함),여,85~89,586
연도말 적용자,2016,희귀질환(극희귀질환·기타염색체이상질환·상세불명희귀질환 포함),여,90~94,145
연도말 적용자,2016,희귀질환(극희귀질환·기타염색체이상질환·상세불명희귀질환 포함),여,95~99,21
연도말 적용자,2016,희귀질환(극희귀질환·기타염색체이상질환·상세불명희귀질환 포함),여,100 이상,2
연도말 적용자,2017,희귀질환(극희귀질환·기타염색체이상질환·상세불명희귀질환 포함),남,0~4,3813
연도말 적용자,2017,희귀질환(극희귀질환·기타염색체이상질환·상세불명희귀질환 포함),남,5~9,3496
연도말 적용자,2017,희귀질환(극희귀질환·기타염색체이상질환·상세불명희귀질환 포함),남,10~14,2772
연도말 적용자,2017,희귀질환(극희귀질환·기타염색체이상질환·상세불명희귀질환 포함),남,15~19,3509
연도말 적용자,2017,희귀질환(극희귀질환·기타염색체이상질환·상세불명희귀질환 포함),남,20~24,4063
연도말 적용자,2017,희귀질환(극희귀질환·기타염색체이상질환·상세불명희귀질환 포함),남,25~29,3105
연도말 적용자,2017,희귀질환(극희귀질환·기타염색체이상질환·상세불명희귀질환 포함),남,30~34,2853
연도말 적용자,2017,희귀질환(극희귀질환·기타염색체이상질환·상세불명희귀질환 포함),남,35~39,3318
연도말 적용자,2017,희귀질환(극희귀질환·기타염색체이상질환·상세불명희귀질환 포함),남,40~44,3465
연도말 적용자,2017,희귀질환(극희귀질환·기타염색체이상질환·상세불명희귀질환 포함),남,45~49,4043
연도말 적용자,2017,희귀질환(극희귀질환·기타염색체이상질환·상세불명희귀질환 포함),남,50~54,4154
연도말 적용자,2017,희귀질환(극희귀질환·기타염색체이상질환·상세불명희귀질환 포함),남,55~59,5232
연도말 적용자,2017,희귀질환(극희귀질환·기타염색체이상질환·상세불명희귀질환 포함),남,60~64,5196
연도말 적용자,2017,희귀질환(극희귀질환·기타염색체이상질환·상세불명희귀질환 포함),남,65~69,4432
연도말 적용자,2017,희귀질환(극희귀질환·기타염색체이상질환·상세불명희귀질환 포함),남,70~74,3972
연도말 적용자,2017,희귀질환(극희귀질환·기타염색체이상질환·상세불명희귀질환 포함),남,75~79,3529
연도말 적용자,2017,희귀질환(극희귀질환·기타염색체이상질환·상세불명희귀질환 포함),남,80~84,1926
연도말 적용자,2017,희귀질환(극희귀질환·기타염색체이상질환·상세불명희귀질환 포함),남,85~89,598
연도말 적용자,2017,희귀질환(극희귀질환·기타염색체이상질환·상세불명희귀질환 포함),남,90~94,120
연도말 적용자,2017,희귀질환(극희귀질환·기타염색체이상질환·상세불명희귀질환 포함),남,95~99,19
연도말 적용자,2017,희귀질환(극희귀질환·기타염색체이상질환·상세불명희귀질환 포함),남,100 이상,1
연도말 적용자,2017,희귀질환(극희귀질환·기타염색체이상질환·상세불명희귀질환 포함),여,0~4,3178
연도말 적용자,2017,희귀질환(극희귀질환·기타염색체이상질환·상세불명희귀질환 포함),여,5~9,2852
연도말 적용자,2017,희귀질환(극희귀질환·기타염색체이상질환·상세불명희귀질환 포함),여,10~14,2167
연도말 적용자,2017,희귀질환(극희귀질환·기타염색체이상질환·상세불명희귀질환 포함),여,15~19,2475
연도말 적용자,2017,희귀질환(극희귀질환·기타염색체이상질환·상세불명희귀질환 포함),여,20~24,2731
연도말 적용자,2017,희귀질환(극희귀질환·기타염색체이상질환·상세불명희귀질환 포함),여,25~29,2774
연도말 적용자,2017,희귀질환(극희귀질환·기타염색체이상질환·상세불명희귀질환 포함),여,30~34,2817
연도말 적용자,2017,희귀질환(극희귀질환·기타염색체이상질환·상세불명희귀질환 포함),여,35~39,3609
연도말 적용자,2017,희귀질환(극희귀질환·기타염색체이상질환·상세불명희귀질환 포함),여,40~44,3931
연도말 적용자,2017,희귀질환(극희귀질환·기타염색체이상질환·상세불명희귀질환 포함),여,45~49,5074
연도말 적용자,2017,희귀질환(극희귀질환·기타염색체이상질환·상세불명희귀질환 포함),여,50~54,5775
연도말 적용자,2017,희귀질환(극희귀질환·기타염색체이상질환·상세불명희귀질환 포함),여,55~59,7434
연도말 적용자,2017,희귀질환(극희귀질환·기타염색체이상질환·상세불명희귀질환 포함),여,60~64,6483
연도말 적용자,2017,희귀질환(극희귀질환·기타염색체이상질환·상세불명희귀질환 포함),여,65~69,5044
연도말 적용자,2017,희귀질환(극희귀질환·기타염색체이상질환·상세불명희귀질환 포함),여,70~74,4388
연도말 적용자,2017,희귀질환(극희귀질환·기타염색체이상질환·상세불명희귀질환 포함),여,75~79,4056
연도말 적용자,2017,희귀질환(극희귀질환·기타염색체이상질환·상세불명희귀질환 포함),여,80~84,2425
연도말 적용자,2017,희귀질환(극희귀질환·기타염색체이상질환·상세불명희귀질환 포함),여,85~89,917
연도말 적용자,2017,희귀질환(극희귀질환·기타염색체이상질환·상세불명희귀질환 포함),여,90~94,226
연도말 적용자,2017,희귀질환(극희귀질환·기타염색체이상질환·상세불명희귀질환 포함),여,95~99,32
연도말 적용자,2017,희귀질환(극희귀질환·기타염색체이상질환·상세불명희귀질환 포함),여,100 이상,4
연도말 적용자,2018,희귀질환(극희귀질환·기타염색체이상질환·상세불명희귀질환 포함),남,0~4,4520
연도말 적용자,2018,희귀질환(극희귀질환·기타염색체이상질환·상세불명희귀질환 포함),남,5~9,4482
연도말 적용자,2018,희귀질환(극희귀질환·기타염색체이상질환·상세불명희귀질환 포함),남,10~14,3383
연도말 적용자,2018,희귀질환(극희귀질환·기타염색체이상질환·상세불명희귀질환 포함),남,15~19,4177
연도말 적용자,2018,희귀질환(극희귀질환·기타염색체이상질환·상세불명희귀질환 포함),남,20~24,5241
연도말 적용자,2018,희귀질환(극희귀질환·기타염색체이상질환·상세불명희귀질환 포함),남,25~29,4145
연도말 적용자,2018,희귀질환(극희귀질환·기타염색체이상질환·상세불명희귀질환 포함),남,30~34,3640
연도말 적용자,2018,희귀질환(극희귀질환·기타염색체이상질환·상세불명희귀질환 포함),남,35~39,4416
연도말 적용자,2018,희귀질환(극희귀질환·기타염색체이상질환·상세불명희귀질환 포함),남,40~44,4282
연도말 적용자,2018,희귀질환(극희귀질환·기타염색체이상질환·상세불명희귀질환 포함),남,45~49,5254
연도말 적용자,2018,희귀질환(극희귀질환·기타염색체이상질환·상세불명희귀질환 포함),남,50~54,5447
연도말 적용자,2018,희귀질환(극희귀질환·기타염색체이상질환·상세불명희귀질환 포함),남,55~59,6697
연도말 적용자,2018,희귀질환(극희귀질환·기타염색체이상질환·상세불명희귀질환 포함),남,60~64,7161
연도말 적용자,2018,희귀질환(극희귀질환·기타염색체이상질환·상세불명희귀질환 포함),남,65~69,5902
연도말 적용자,2018,희귀질환(극희귀질환·기타염색체이상질환·상세불명희귀질환 포함),남,70~74,5417
연도말 적용자,2018,희귀질환(극희귀질환·기타염색체이상질환·상세불명희귀질환 포함),남,75~79,4680
연도말 적용자,2018,희귀질환(극희귀질환·기타염색체이상질환·상세불명희귀질환 포함),남,80~84,2617
연도말 적용자,2018,희귀질환(극희귀질환·기타염색체이상질환·상세불명희귀질환 포함),남,85~89,864
연도말 적용자,2018,희귀질환(극희귀질환·기타염색체이상질환·상세불명희귀질환 포함),남,90~94,157
연도말 적용자,2018,희귀질환(극희귀질환·기타염색체이상질환·상세불명희귀질환 포함),남,95~99,26
연도말 적용자,2018,희귀질환(극희귀질환·기타염색체이상질환·상세불명희귀질환 포함),남,100 이상,2
연도말 적용자,2018,희귀질환(극희귀질환·기타염색체이상질환·상세불명희귀질환 포함),여,0~4,3772
연도말 적용자,2018,희귀질환(극희귀질환·기타염색체이상질환·상세불명희귀질환 포함),여,5~9,3781
연도말 적용자,2018,희귀질환(극희귀질환·기타염색체이상질환·상세불명희귀질환 포함),여,10~14,2684
연도말 적용자,2018,희귀질환(극희귀질환·기타염색체이상질환·상세불명희귀질환 포함),여,15~19,2967
연도말 적용자,2018,희귀질환(극희귀질환·기타염색체이상질환·상세불명희귀질환 포함),여,20~24,3441
연도말 적용자,2018,희귀질환(극희귀질환·기타염색체이상질환·상세불명희귀질환 포함),여,25~29,3632
연도말 적용자,2018,희귀질환(극희귀질환·기타염색체이상질환·상세불명희귀질환 포함),여,30~34,3449
연도말 적용자,2018,희귀질환(극희귀질환·기타염색체이상질환·상세불명희귀질환 포함),여,35~39,4786
연도말 적용자,2018,희귀질환(극희귀질환·기타염색체이상질환·상세불명희귀질환 포함),여,40~44,4868
연도말 적용자,2018,희귀질환(극희귀질환·기타염색체이상질환·상세불명희귀질환 포함),여,45~49,6450
연도말 적용자,2018,희귀질환(극희귀질환·기타염색체이상질환·상세불명희귀질환 포함),여,50~54,7547
연도말 적용자,2018,희귀질환(극희귀질환·기타염색체이상질환·상세불명희귀질환 포함),여,55~59,9460
연도말 적용자,2018,희귀질환(극희귀질환·기타염색체이상질환·상세불명희귀질환 포함),여,60~64,8955
연도말 적용자,2018,희귀질환(극희귀질환·기타염색체이상질환·상세불명희귀질환 포함),여,65~69,6797
연도말 적용자,2018,희귀질환(극희귀질환·기타염색체이상질환·상세불명희귀질환 포함),여,70~74,5764
연도말 적용자,2018,희귀질환(극희귀질환·기타염색체이상질환·상세불명희귀질환 포함),여,75~79,5412
연도말 적용자,2018,희귀질환(극희귀질환·기타염색체이상질환·상세불명희귀질환 포함),여,80~84,3320
연도말 적용자,2018,희귀질환(극희귀질환·기타염색체이상질환·상세불명희귀질환 포함),여,85~89,1321
연도말 적용자,2018,희귀질환(극희귀질환·기타염색체이상질환·상세불명희귀질환 포함),여,90~94,311
연도말 적용자,2018,희귀질환(극희귀질환·기타염색체이상질환·상세불명희귀질환 포함),여,95~99,49
연도말 적용자,2018,희귀질환(극희귀질환·기타염색체이상질환·상세불명희귀질환 포함),여,100 이상,7
연도말 적용자,2019,희귀질환(극희귀질환·기타염색체이상질환·상세불명희귀질환 포함),남,0~4,5120
연도말 적용자,2019,희귀질환(극희귀질환·기타염색체이상질환·상세불명희귀질환 포함),남,5~9,5874
연도말 적용자,2019,희귀질환(극희귀질환·기타염색체이상질환·상세불명희귀질환 포함),남,10~14,4400
연도말 적용자,2019,희귀질환(극희귀질환·기타염색체이상질환·상세불명희귀질환 포함),남,15~19,5270
연도말 적용자,2019,희귀질환(극희귀질환·기타염색체이상질환·상세불명희귀질환 포함),남,20~24,7012
연도말 적용자,2019,희귀질환(극희귀질환·기타염색체이상질환·상세불명희귀질환 포함),남,25~29,6182
연도말 적용자,2019,희귀질환(극희귀질환·기타염색체이상질환·상세불명희귀질환 포함),남,30~34,5204
연도말 적용자,2019,희귀질환(극희귀질환·기타염색체이상질환·상세불명희귀질환 포함),남,35~39,6137
연도말 적용자,2019,희귀질환(극희귀질환·기타염색체이상질환·상세불명희귀질환 포함),남,40~44,5946
연도말 적용자,2019,희귀질환(극희귀질환·기타염색체이상질환·상세불명희귀질환 포함),남,45~49,6961
연도말 적용자,2019,희귀질환(극희귀질환·기타염색체이상질환·상세불명희귀질환 포함),남,50~54,7047
연도말 적용자,2019,희귀질환(극희귀질환·기타염색체이상질환·상세불명희귀질환 포함),남,55~59,8257
연도말 적용자,2019,희귀질환(극희귀질환·기타염색체이상질환·상세불명희귀질환 포함),남,60~64,9349
연도말 적용자,2019,희귀질환(극희귀질환·기타염색체이상질환·상세불명희귀질환 포함),남,65~69,7966
연도말 적용자,2019,희귀질환(극희귀질환·기타염색체이상질환·상세불명희귀질환 포함),남,70~74,7053
연도말 적용자,2019,희귀질환(극희귀질환·기타염색체이상질환·상세불명희귀질환 포함),남,75~79,6103
연도말 적용자,2019,희귀질환(극희귀질환·기타염색체이상질환·상세불명희귀질환 포함),남,80~84,3637
연도말 적용자,2019,희귀질환(극희귀질환·기타염색체이상질환·상세불명희귀질환 포함),남,85~89,1260
연도말 적용자,2019,희귀질환(극희귀질환·기타염색체이상질환·상세불명희귀질환 포함),남,90~94,263
연도말 적용자,2019,희귀질환(극희귀질환·기타염색체이상질환·상세불명희귀질환 포함),남,95~99,34
연도말 적용자,2019,희귀질환(극희귀질환·기타염색체이상질환·상세불명희귀질환 포함),남,100 이상,3
연도말 적용자,2019,희귀질환(극희귀질환·기타염색체이상질환·상세불명희귀질환 포함),여,0~4,4381
연도말 적용자,2019,희귀질환(극희귀질환·기타염색체이상질환·상세불명희귀질환 포함),여,5~9,4891
연도말 적용자,2019,희귀질환(극희귀질환·기타염색체이상질환·상세불명희귀질환 포함),여,10~14,3467
연도말 적용자,2019,희귀질환(극희귀질환·기타염색체이상질환·상세불명희귀질환 포함),여,15~19,3863
연도말 적용자,2019,희귀질환(극희귀질환·기타염색체이상질환·상세불명희귀질환 포함),여,20~24,4703
연도말 적용자,2019,희귀질환(극희귀질환·기타염색체이상질환·상세불명희귀질환 포함),여,25~29,5239
연도말 적용자,2019,희귀질환(극희귀질환·기타염색체이상질환·상세불명희귀질환 포함),여,30~34,5131
연도말 적용자,2019,희귀질환(극희귀질환·기타염색체이상질환·상세불명희귀질환 포함),여,35~39,6819
연도말 적용자,2019,희귀질환(극희귀질환·기타염색체이상질환·상세불명희귀질환 포함),여,40~44,7113
연도말 적용자,2019,희귀질환(극희귀질환·기타염색체이상질환·상세불명희귀질환 포함),여,45~49,9188
연도말 적용자,2019,희귀질환(극희귀질환·기타염색체이상질환·상세불명희귀질환 포함),여,50~54,10455
연도말 적용자,2019,희귀질환(극희귀질환·기타염색체이상질환·상세불명희귀질환 포함),여,55~59,12476
연도말 적용자,2019,희귀질환(극희귀질환·기타염색체이상질환·상세불명희귀질환 포함),여,60~64,12560
연도말 적용자,2019,희귀질환(극희귀질환·기타염색체이상질환·상세불명희귀질환 포함),여,65~69,9578
연도말 적용자,2019,희귀질환(극희귀질환·기타염색체이상질환·상세불명희귀질환 포함),여,70~74,7829
연도말 적용자,2019,희귀질환(극희귀질환·기타염색체이상질환·상세불명희귀질환 포함),여,75~79,7010
연도말 적용자,2019,희귀질환(극희귀질환·기타염색체이상질환·상세불명희귀질환 포함),여,80~84,4450
연도말 적용자,2019,희귀질환(극희귀질환·기타염색체이상질환·상세불명희귀질환 포함),여,85~89,1904
연도말 적용자,2019,희귀질환(극희귀질환·기타염색체이상질환·상세불명희귀질환 포함),여,90~94,445
연도말 적용자,2019,희귀질환(극희귀질환·기타염색체이상질환·상세불명희귀질환 포함),여,95~99,75
연도말 적용자,2019,희귀질환(극희귀질환·기타염색체이상질환·상세불명희귀질환 포함),여,100 이상,5
연도말 적용자,2020,희귀질환(극희귀질환·기타염색체이상질환·상세불명희귀질환 포함),남,0~4,5123
연도말 적용자,2020,희귀질환(극희귀질환·기타염색체이상질환·상세불명희귀질환 포함),남,5~9,6329
연도말 적용자,2020,희귀질환(극희귀질환·기타염색체이상질환·상세불명희귀질환 포함),남,10~14,5676
연도말 적용자,2020,희귀질환(극희귀질환·기타염색체이상질환·상세불명희귀질환 포함),남,15~19,6511
연도말 적용자,2020,희귀질환(극희귀질환·기타염색체이상질환·상세불명희귀질환 포함),남,20~24,8703
연도말 적용자,2020,희귀질환(극희귀질환·기타염색체이상질환·상세불명희귀질환 포함),남,25~29,8327
연도말 적용자,2020,희귀질환(극희귀질환·기타염색체이상질환·상세불명희귀질환 포함),남,30~34,6758
연도말 적용자,2020,희귀질환(극희귀질환·기타염색체이상질환·상세불명희귀질환 포함),남,35~39,7303
연도말 적용자,2020,희귀질환(극희귀질환·기타염색체이상질환·상세불명희귀질환 포함),남,40~44,7481
연도말 적용자,2020,희귀질환(극희귀질환·기타염색체이상질환·상세불명희귀질환 포함),남,45~49,8233
연도말 적용자,2020,희귀질환(극희귀질환·기타염색체이상질환·상세불명희귀질환 포함),남,50~54,8655
연도말 적용자,2020,희귀질환(극희귀질환·기타염색체이상질환·상세불명희귀질환 포함),남,55~59,9712
연도말 적용자,2020,희귀질환(극희귀질환·기타염색체이상질환·상세불명희귀질환 포함),남,60~64,11451
연도말 적용자,2020,희귀질환(극희귀질환·기타염색체이상질환·상세불명희귀질환 포함),남,65~69,10378
연도말 적용자,2020,희귀질환(극희귀질환·기타염색체이상질환·상세불명희귀질환 포함),남,70~74,8795
연도말 적용자,2020,희귀질환(극희귀질환·기타염색체이상질환·상세불명희귀질환 포함),남,75~79,7211
연도말 적용자,2020,희귀질환(극희귀질환·기타염색체이상질환·상세불명희귀질환 포함),남,80~84,4246
연도말 적용자,2020,희귀질환(극희귀질환·기타염색체이상질환·상세불명희귀질환 포함),남,85~89,1598
연도말 적용자,2020,희귀질환(극희귀질환·기타염색체이상질환·상세불명희귀질환 포함),남,90~94,335
연도말 적용자,2020,희귀질환(극희귀질환·기타염색체이상질환·상세불명희귀질환 포함),남,95~99,35
연도말 적용자,2020,희귀질환(극희귀질환·기타염색체이상질환·상세불명희귀질환 포함),남,100 이상,5
연도말 적용자,2020,희귀질환(극희귀질환·기타염색체이상질환·상세불명희귀질환 포함),여,0~4,4436
연도말 적용자,2020,희귀질환(극희귀질환·기타염색체이상질환·상세불명희귀질환 포함),여,5~9,5282
연도말 적용자,2020,희귀질환(극희귀질환·기타염색체이상질환·상세불명희귀질환 포함),여,10~14,4531
연도말 적용자,2020,희귀질환(극희귀질환·기타염색체이상질환·상세불명희귀질환 포함),여,15~19,4809
연도말 적용자,2020,희귀질환(극희귀질환·기타염색체이상질환·상세불명희귀질환 포함),여,20~24,6055
연도말 적용자,2020,희귀질환(극희귀질환·기타염색체이상질환·상세불명희귀질환 포함),여,25~29,6953
연도말 적용자,2020,희귀질환(극희귀질환·기타염색체이상질환·상세불명희귀질환 포함),여,30~34,6625
연도말 적용자,2020,희귀질환(극희귀질환·기타염색체이상질환·상세불명희귀질환 포함),여,35~39,8296
연도말 적용자,2020,희귀질환(극희귀질환·기타염색체이상질환·상세불명희귀질환 포함),여,40~44,9183
연도말 적용자,2020,희귀질환(극희귀질환·기타염색체이상질환·상세불명희귀질환 포함),여,45~49,11711
연도말 적용자,2020,희귀질환(극희귀질환·기타염색체이상질환·상세불명희귀질환 포함),여,50~54,13329
연도말 적용자,2020,희귀질환(극희귀질환·기타염색체이상질환·상세불명희귀질환 포함),여,55~59,15327
연도말 적용자,2020,희귀질환(극희귀질환·기타염색체이상질환·상세불명희귀질환 포함),여,60~64,16861
연도말 적용자,2020,희귀질환(극희귀질환·기타염색체이상질환·상세불명희귀질환 포함),여,65~69,13560
연도말 적용자,2020,희귀질환(극희귀질환·기타염색체이상질환·상세불명희귀질환 포함),여,70~74,10521
연도말 적용자,2020,희귀질환(극희귀질환·기타염색체이상질환·상세불명희귀질환 포함),여,75~79,8546
연도말 적용자,2020,희귀질환(극희귀질환·기타염색체이상질환·상세불명희귀질환 포함),여,80~84,5458
연도말 적용자,2020,희귀질환(극희귀질환·기타염색체이상질환·상세불명희귀질환 포함),여,85~89,2350
연도말 적용자,2020,희귀질환(극희귀질환·기타염색체이상질환·상세불명희귀질환 포함),여,90~94,610
연도말 적용자,2020,희귀질환(극희귀질환·기타염색체이상질환·상세불명희귀질환 포함),여,95~99,79
연도말 적용자,2020,희귀질환(극희귀질환·기타염색체이상질환·상세불명희귀질환 포함),여,100 이상,10
연도말 적용자,2021,희귀질환(극희귀질환·기타염색체이상질환·상세불명희귀질환 포함),남,0~4,5194
연도말 적용자,2021,희귀질환(극희귀질환·기타염색체이상질환·상세불명희귀질환 포함),남,5~9,6617
연도말 적용자,2021,희귀질환(극희귀질환·기타염색체이상질환·상세불명희귀질환 포함),남,10~14,6359
연도말 적용자,2021,희귀질환(극희귀질환·기타염색체이상질환·상세불명희귀질환 포함),남,15~19,7038
연도말 적용자,2021,희귀질환(극희귀질환·기타염색체이상질환·상세불명희귀질환 포함),남,20~24,9529
연도말 적용자,2021,희귀질환(극희귀질환·기타염색체이상질환·상세불명희귀질환 포함),남,25~29,9402
연도말 적용자,2021,희귀질환(극희귀질환·기타염색체이상질환·상세불명희귀질환 포함),남,30~34,7920
연도말 적용자,2021,희귀질환(극희귀질환·기타염색체이상질환·상세불명희귀질환 포함),남,35~39,8085
연도말 적용자,2021,희귀질환(극희귀질환·기타염색체이상질환·상세불명희귀질환 포함),남,40~44,8401
연도말 적용자,2021,희귀질환(극희귀질환·기타염색체이상질환·상세불명희귀질환 포함),남,45~49,8798
연도말 적용자,2021,희귀질환(극희귀질환·기타염색체이상질환·상세불명희귀질환 포함),남,50~54,9650
연도말 적용자,2021,희귀질환(극희귀질환·기타염색체이상질환·상세불명희귀질환 포함),남,55~59,10181
연도말 적용자,2021,희귀질환(극희귀질환·기타염색체이상질환·상세불명희귀질환 포함),남,60~64,12558
연도말 적용자,2021,희귀질환(극희귀질환·기타염색체이상질환·상세불명희귀질환 포함),남,65~69,12003
연도말 적용자,2021,희귀질환(극희귀질환·기타염색체이상질환·상세불명희귀질환 포함),남,70~74,9724
연도말 적용자,2021,희귀질환(극희귀질환·기타염색체이상질환·상세불명희귀질환 포함),남,75~79,7967
연도말 적용자,2021,희귀질환(극희귀질환·기타염색체이상질환·상세불명희귀질환 포함),남,80~84,5039
연도말 적용자,2021,희귀질환(극희귀질환·기타염색체이상질환·상세불명희귀질환 포함),남,85~89,1943
연도말 적용자,2021,희귀질환(극희귀질환·기타염색체이상질환·상세불명희귀질환 포함),남,90~94,354
연도말 적용자,2021,희귀질환(극희귀질환·기타염색체이상질환·상세불명희귀질환 포함),남,95~99,42
연도말 적용자,2021,희귀질환(극희귀질환·기타염색체이상질환·상세불명희귀질환 포함),남,100 이상,5
연도말 적용자,2021,희귀질환(극희귀질환·기타염색체이상질환·상세불명희귀질환 포함),여,0~4,4465
연도말 적용자,2021,희귀질환(극희귀질환·기타염색체이상질환·상세불명희귀질환 포함),여,5~9,5521
연도말 적용자,2021,희귀질환(극희귀질환·기타염색체이상질환·상세불명희귀질환 포함),여,10~14,5107
연도말 적용자,2021,희귀질환(극희귀질환·기타염색체이상질환·상세불명희귀질환 포함),여,15~19,5171
연도말 적용자,2021,희귀질환(극희귀질환·기타염색체이상질환·상세불명희귀질환 포함),여,20~24,6623
연도말 적용자,2021,희귀질환(극희귀질환·기타염색체이상질환·상세불명희귀질환 포함),여,25~29,7882
연도말 적용자,2021,희귀질환(극희귀질환·기타염색체이상질환·상세불명희귀질환 포함),여,30~34,7714
연도말 적용자,2021,희귀질환(극희귀질환·기타염색체이상질환·상세불명희귀질환 포함),여,35~39,8721
연도말 적용자,2021,희귀질환(극희귀질환·기타염색체이상질환·상세불명희귀질환 포함),여,40~44,10634
연도말 적용자,2021,희귀질환(극희귀질환·기타염색체이상질환·상세불명희귀질환 포함),여,45~49,12361
연도말 적용자,2021,희귀질환(극희귀질환·기타염색체이상질환·상세불명희귀질환 포함),여,50~54,15024
연도말 적용자,2021,희귀질환(극희귀질환·기타염색체이상질환·상세불명희귀질환 포함),여,55~59,16065
연도말 적용자,2021,희귀질환(극희귀질환·기타염색체이상질환·상세불명희귀질환 포함),여,60~64,18945
연도말 적용자,2021,희귀질환(극희귀질환·기타염색체이상질환·상세불명희귀질환 포함),여,65~69,15995
연도말 적용자,2021,희귀질환(극희귀질환·기타염색체이상질환·상세불명희귀질환 포함),여,70~74,11684
연도말 적용자,2021,희귀질환(극희귀질환·기타염색체이상질환·상세불명희귀질환 포함),여,75~79,9311
연도말 적용자,2021,희귀질환(극희귀질환·기타염색체이상질환·상세불명희귀질환 포함),여,80~84,6305
연도말 적용자,2021,희귀질환(극희귀질환·기타염색체이상질환·상세불명희귀질환 포함),여,85~89,2751
연도말 적용자,2021,희귀질환(극희귀질환·기타염색체이상질환·상세불명희귀질환 포함),여,90~94,708
연도말 적용자,2021,희귀질환(극희귀질환·기타염색체이상질환·상세불명희귀질환 포함),여,95~99,92
연도말 적용자,2021,희귀질환(극희귀질환·기타염색체이상질환·상세불명희귀질환 포함),여,100 이상,11
연도말 적용자,2022,희귀질환(극희귀질환·기타염색체이상질환·상세불명희귀질환 포함),남,0~4,5233
연도말 적용자,2022,희귀질환(극희귀질환·기타염색체이상질환·상세불명희귀질환 포함),남,5~9,6895
연도말 적용자,2022,희귀질환(극희귀질환·기타염색체이상질환·상세불명희귀질환 포함),남,10~14,6988
연도말 적용자,2022,희귀질환(극희귀질환·기타염색체이상질환·상세불명희귀질환 포함),남,15~19,7822
연도말 적용자,2022,희귀질환(극희귀질환·기타염색체이상질환·상세불명희귀질환 포함),남,20~24,10276
연도말 적용자,2022,희귀질환(극희귀질환·기타염색체이상질환·상세불명희귀질환 포함),남,25~29,10571
연도말 적용자,2022,희귀질환(극희귀질환·기타염색체이상질환·상세불명희귀질환 포함),남,30~34,9297
연도말 적용자,2022,희귀질환(극희귀질환·기타염색체이상질환·상세불명희귀질환 포함),남,35~39,8468
연도말 적용자,2022,희귀질환(극희귀질환·기타염색체이상질환·상세불명희귀질환 포함),남,40~44,9406
연도말 적용자,2022,희귀질환(극희귀질환·기타염색체이상질환·상세불명희귀질환 포함),남,45~49,9159
연도말 적용자,2022,희귀질환(극희귀질환·기타염색체이상질환·상세불명희귀질환 포함),남,50~54,10581
연도말 적용자,2022,희귀질환(극희귀질환·기타염색체이상질환·상세불명희귀질환 포함),남,55~59,10683
연도말 적용자,2022,희귀질환(극희귀질환·기타염색체이상질환·상세불명희귀질환 포함),남,60~64,13470
연도말 적용자,2022,희귀질환(극희귀질환·기타염색체이상질환·상세불명희귀질환 포함),남,65~69,13193
연도말 적용자,2022,희귀질환(극희귀질환·기타염색체이상질환·상세불명희귀질환 포함),남,70~74,10894
연도말 적용자,2022,희귀질환(극희귀질환·기타염색체이상질환·상세불명희귀질환 포함),남,75~79,8578
연도말 적용자,2022,희귀질환(극희귀질환·기타염색체이상질환·상세불명희귀질환 포함),남,80~84,5936
연도말 적용자,2022,희귀질환(극희귀질환·기타염색체이상질환·상세불명희귀질환 포함),남,85~89,2222
연도말 적용자,2022,희귀질환(극희귀질환·기타염색체이상질환·상세불명희귀질환 포함),남,90~94,418
연도말 적용자,2022,희귀질환(극희귀질환·기타염색체이상질환·상세불명희귀질환 포함),남,95~99,49
